Model Name,Input Size,imagenet-original,imagenet-real,imagenetv2-matched-frequency,sketch,imagenet-a,imagenet-a-clean,imagenet-r,imagenet-r-clean,url
convnextv2_tiny.fcmae_ft_in1k,224,82.948,87.6,72.03,36.077,29.467,95.68,47.927,95.3,https://huggingface.co/timm/convnextv2_tiny.fcmae_ft_in1k
convnextv2_tiny.fcmae_ft_in1k,288,83.476,88.056,72.8,35.057,31.973,96.21,46.953,95.82,https://huggingface.co/timm/convnextv2_tiny.fcmae_ft_in1k
convnextv2_tiny.fcmae_ft_in22k_in1k,224,83.904,88.358,72.99,41.64,39.72,96.47,53.273,96.06,https://huggingface.co/timm/convnextv2_tiny.fcmae_ft_in22k_in1k
convnextv2_tiny.fcmae_ft_in22k_in1k,288,84.422,88.75,73.53,39.958,41.733,96.84,51.757,96.34,https://huggingface.co/timm/convnextv2_tiny.fcmae_ft_in22k_in1k
convnextv2_tiny.fcmae_ft_in22k_in1k_384,384,85.106,89.493,74.13,44.302,45.12,97.24,56.063,96.63,https://huggingface.co/timm/convnextv2_tiny.fcmae_ft_in22k_in1k_384
crossvit_15_240.in1k,240,81.518,87.032,70.42,31.297,25.44,95.13,44.127,94.68,https://huggingface.co/timm/crossvit_15_240.in1k
crossvit_15_dagger_240.in1k,240,82.306,87.156,71.67,32.917,28.453,95.67,45.613,94.98,https://huggingface.co/timm/crossvit_15_dagger_240.in1k
crossvit_15_dagger_408.in1k,408,83.84,88.338,72.8,33.351,41.787,96.42,46.383,95.83,https://huggingface.co/timm/crossvit_15_dagger_408.in1k
crossvit_18_240.in1k,240,82.386,87.328,72.19,33.396,30.427,95.49,45.957,95.06,https://huggingface.co/timm/crossvit_18_240.in1k
crossvit_18_dagger_240.in1k,240,82.504,87.341,72.03,33.278,30.2,95.62,45.83,95.19,https://huggingface.co/timm/crossvit_18_dagger_240.in1k
crossvit_18_dagger_408.in1k,408,84.202,88.492,74.01,34.237,43.84,96.53,47.347,96.13,https://huggingface.co/timm/crossvit_18_dagger_408.in1k
crossvit_9_240.in1k,240,73.976,81.632,62.16,21.702,8.24,90.66,34.67,91.07,https://huggingface.co/timm/crossvit_9_240.in1k
crossvit_9_dagger_240.in1k,240,76.986,84.028,65.32,26.177,12.56,92.94,38.943,92.78,https://huggingface.co/timm/crossvit_9_dagger_240.in1k
crossvit_base_240.in1k,240,82.228,86.741,71.14,33.023,31.027,95.5,46.087,95.02,https://huggingface.co/timm/crossvit_base_240.in1k
crossvit_small_240.in1k,240,81.04,86.718,70.61,31.282,23.413,94.85,43.533,94.59,https://huggingface.co/timm/crossvit_small_240.in1k
crossvit_tiny_240.in1k,240,73.33,81.088,62.07,21.05,8.96,90.23,33.443,90.54,https://huggingface.co/timm/crossvit_tiny_240.in1k
cs3darknet_focus_l.c2ns_in1k,256,80.252,86.212,68.92,29.077,14.48,94.66,40.85,94.25,https://huggingface.co/timm/cs3darknet_focus_l.c2ns_in1k
cs3darknet_focus_l.c2ns_in1k,288,80.91,86.778,69.16,28.979,16.853,95.16,40.867,94.81,https://huggingface.co/timm/cs3darknet_focus_l.c2ns_in1k
cs3darknet_focus_m.c2ns_in1k,256,76.774,83.985,65.12,25.687,5.467,92.38,37.38,92.8,https://huggingface.co/timm/cs3darknet_focus_m.c2ns_in1k
cs3darknet_focus_m.c2ns_in1k,288,77.292,84.48,66.13,25.506,6.96,92.99,37.157,93.12,https://huggingface.co/timm/cs3darknet_focus_m.c2ns_in1k
cs3darknet_l.c2ns_in1k,256,80.354,86.316,69.4,29.537,15.213,94.55,41.253,94.28,https://huggingface.co/timm/cs3darknet_l.c2ns_in1k
cs3darknet_l.c2ns_in1k,288,80.888,86.78,70.14,29.482,17.853,95.14,41.313,94.7,https://huggingface.co/timm/cs3darknet_l.c2ns_in1k
cs3darknet_m.c2ns_in1k,256,76.982,84.162,65.7,24.895,6.427,92.67,36.58,92.7,https://huggingface.co/timm/cs3darknet_m.c2ns_in1k
cs3darknet_m.c2ns_in1k,288,77.628,84.689,66.45,24.64,7.947,93.35,36.433,93.24,https://huggingface.co/timm/cs3darknet_m.c2ns_in1k
cs3darknet_x.c2ns_in1k,256,81.856,87.119,70.68,30.816,20.893,95.41,42.803,95.03,https://huggingface.co/timm/cs3darknet_x.c2ns_in1k
cs3darknet_x.c2ns_in1k,288,82.236,87.395,70.87,30.435,24.0,95.87,42.77,95.27,https://huggingface.co/timm/cs3darknet_x.c2ns_in1k
cs3edgenet_x.c2_in1k,256,82.214,87.177,71.06,32.828,26.267,95.51,44.43,95.14,https://huggingface.co/timm/cs3edgenet_x.c2_in1k
cs3edgenet_x.c2_in1k,288,82.746,87.672,71.93,33.455,28.36,96.06,45.293,95.48,https://huggingface.co/timm/cs3edgenet_x.c2_in1k
cs3se_edgenet_x.c2ns_in1k,256,82.76,87.597,72.17,33.652,29.08,95.95,46.307,95.61,https://huggingface.co/timm/cs3se_edgenet_x.c2ns_in1k
cs3se_edgenet_x.c2ns_in1k,320,83.544,88.298,73.16,31.861,35.547,96.44,45.413,96.05,https://huggingface.co/timm/cs3se_edgenet_x.c2ns_in1k
cs3sedarknet_l.c2ns_in1k,256,81.22,86.921,70.25,30.191,21.427,94.87,41.627,95.05,https://huggingface.co/timm/cs3sedarknet_l.c2ns_in1k
cs3sedarknet_l.c2ns_in1k,288,81.766,87.412,70.87,29.832,23.747,95.32,41.553,95.1,https://huggingface.co/timm/cs3sedarknet_l.c2ns_in1k
cs3sedarknet_x.c2ns_in1k,256,81.926,87.29,71.23,30.924,28.027,95.63,43.22,95.06,https://huggingface.co/timm/cs3sedarknet_x.c2ns_in1k
cs3sedarknet_x.c2ns_in1k,288,82.65,87.986,72.4,31.03,29.627,96.04,43.533,95.42,https://huggingface.co/timm/cs3sedarknet_x.c2ns_in1k
cspdarknet53.ra_in1k,256,80.106,86.218,68.85,31.011,11.693,94.67,43.353,94.14,https://huggingface.co/timm/cspdarknet53.ra_in1k
cspresnet50.ra_in1k,256,79.588,85.723,68.4,31.248,9.36,93.8,43.147,93.91,https://huggingface.co/timm/cspresnet50.ra_in1k
cspresnext50.ra_in1k,256,80.552,86.079,69.52,31.225,13.04,94.83,43.713,94.25,https://huggingface.co/timm/cspresnext50.ra_in1k
darknet53.c2ns_in1k,256,80.002,85.9,68.4,27.908,13.44,94.31,39.417,94.07,https://huggingface.co/timm/darknet53.c2ns_in1k
darknet53.c2ns_in1k,288,80.542,86.365,69.31,28.319,14.44,94.62,39.74,94.37,https://huggingface.co/timm/darknet53.c2ns_in1k
darknetaa53.c2ns_in1k,256,79.746,85.701,67.73,28.065,12.413,93.9,39.76,93.79,https://huggingface.co/timm/darknetaa53.c2ns_in1k
darknetaa53.c2ns_in1k,288,80.528,86.361,68.42,28.66,14.12,94.52,40.137,94.25,https://huggingface.co/timm/darknetaa53.c2ns_in1k
davit_base.msft_in1k,224,84.65,88.703,74.41,38.503,40.787,96.93,51.273,96.24,https://huggingface.co/timm/davit_base.msft_in1k
davit_small.msft_in1k,224,84.266,88.659,73.95,38.651,38.107,96.64,51.443,96.05,https://huggingface.co/timm/davit_small.msft_in1k
davit_tiny.msft_in1k,224,82.698,87.574,71.89,34.672,28.893,95.66,47.433,95.1,https://huggingface.co/timm/davit_tiny.msft_in1k
deit3_base_patch16_224.fb_in1k,224,83.794,88.255,73.42,40.382,38.92,96.29,53.43,95.79,https://huggingface.co/timm/deit3_base_patch16_224.fb_in1k
deit3_base_patch16_224.fb_in22k_ft_in1k,224,85.728,89.466,76.56,47.37,57.147,97.49,61.92,96.89,https://huggingface.co/timm/deit3_base_patch16_224.fb_in22k_ft_in1k
deit3_base_patch16_384.fb_in1k,384,85.086,88.938,74.79,39.421,53.293,97.01,53.417,96.23,https://huggingface.co/timm/deit3_base_patch16_384.fb_in1k
deit3_base_patch16_384.fb_in22k_ft_in1k,384,86.744,89.897,77.95,47.676,71.293,97.84,62.68,97.24,https://huggingface.co/timm/deit3_base_patch16_384.fb_in22k_ft_in1k
deit3_huge_patch14_224.fb_in1k,224,85.222,89.222,75.8,43.819,54.147,96.89,58.113,96.59,https://huggingface.co/timm/deit3_huge_patch14_224.fb_in1k
deit3_huge_patch14_224.fb_in22k_ft_in1k,224,87.18,90.213,79.2,55.784,70.187,98.17,70.843,97.25,https://huggingface.co/timm/deit3_huge_patch14_224.fb_in22k_ft_in1k
deit3_large_patch16_224.fb_in1k,224,84.778,88.772,75.07,43.557,48.573,96.98,56.483,96.22,https://huggingface.co/timm/deit3_large_patch16_224.fb_in1k
deit3_large_patch16_224.fb_in22k_ft_in1k,224,86.986,90.004,78.65,54.383,68.573,98.17,69.72,97.32,https://huggingface.co/timm/deit3_large_patch16_224.fb_in22k_ft_in1k
deit3_large_patch16_384.fb_in1k,384,85.818,89.69,76.73,44.178,60.227,97.44,58.327,96.87,https://huggingface.co/timm/deit3_large_patch16_384.fb_in1k
deit3_large_patch16_384.fb_in22k_ft_in1k,384,87.734,90.249,79.21,54.912,79.32,98.46,70.62,97.58,https://huggingface.co/timm/deit3_large_patch16_384.fb_in22k_ft_in1k
deit3_medium_patch16_224.fb_in1k,224,83.086,87.811,72.49,37.745,34.16,96.09,50.09,95.39,https://huggingface.co/timm/deit3_medium_patch16_224.fb_in1k
deit3_medium_patch16_224.fb_in22k_ft_in1k,224,84.566,88.925,74.68,43.271,48.2,96.99,56.677,96.16,https://huggingface.co/timm/deit3_medium_patch16_224.fb_in22k_ft_in1k
deit3_small_patch16_224.fb_in1k,224,81.374,87.0,70.79,34.679,26.0,95.0,45.967,94.71,https://huggingface.co/timm/deit3_small_patch16_224.fb_in1k
deit3_small_patch16_224.fb_in22k_ft_in1k,224,83.082,88.353,73.87,40.184,41.08,96.67,52.77,95.82,https://huggingface.co/timm/deit3_small_patch16_224.fb_in22k_ft_in1k
deit3_small_patch16_384.fb_in1k,384,83.428,88.3,73.05,36.165,40.227,96.22,48.607,95.66,https://huggingface.co/timm/deit3_small_patch16_384.fb_in1k
deit3_small_patch16_384.fb_in22k_ft_in1k,384,84.842,89.372,75.13,41.964,57.133,97.13,54.59,96.68,https://huggingface.co/timm/deit3_small_patch16_384.fb_in22k_ft_in1k
deit_base_distilled_patch16_224.fb_in1k,224,83.388,88.214,72.97,36.416,29.48,96.1,50.067,95.78,https://huggingface.co/timm/deit_base_distilled_patch16_224.fb_in1k
deit_base_distilled_patch16_384.fb_in1k,384,85.428,89.429,75.4,38.242,49.027,97.0,52.2,96.5,https://huggingface.co/timm/deit_base_distilled_patch16_384.fb_in1k
deit_base_patch16_224.fb_in1k,224,81.98,86.827,71.01,32.39,27.173,95.44,44.913,95.04,https://huggingface.co/timm/deit_base_patch16_224.fb_in1k
deit_base_patch16_384.fb_in1k,384,83.116,87.856,72.56,31.985,39.88,96.17,44.667,95.66,https://huggingface.co/timm/deit_base_patch16_384.fb_in1k
deit_small_distilled_patch16_224.fb_in1k,224,81.216,86.985,70.48,32.284,20.733,94.71,46.153,94.58,https://huggingface.co/timm/deit_small_distilled_patch16_224.fb_in1k
deit_small_patch16_224.fb_in1k,224,79.862,85.674,68.55,29.429,18.72,94.43,42.27,94.0,https://huggingface.co/timm/deit_small_patch16_224.fb_in1k
deit_tiny_distilled_patch16_224.fb_in1k,224,74.54,82.014,62.73,22.712,7.72,90.76,36.12,91.13,https://huggingface.co/timm/deit_tiny_distilled_patch16_224.fb_in1k
deit_tiny_patch16_224.fb_in1k,224,72.196,80.024,59.91,20.132,7.213,89.69,32.7,89.64,https://huggingface.co/timm/deit_tiny_patch16_224.fb_in1k
densenet121.ra_in1k,224,75.576,82.813,63.75,26.674,5.173,91.62,38.757,91.94,https://huggingface.co/timm/densenet121.ra_in1k
densenet121.ra_in1k,288,76.48,83.598,64.18,25.874,7.2,92.55,38.237,92.75,https://huggingface.co/timm/densenet121.ra_in1k
densenet121.tv_in1k,224,74.748,81.722,62.75,23.838,2.467,90.9,36.757,91.44,https://huggingface.co/timm/densenet121.tv_in1k
densenet161.tv_in1k,224,77.35,83.931,65.73,28.116,4.627,92.58,39.63,92.95,https://huggingface.co/timm/densenet161.tv_in1k
densenet169.tv_in1k,224,75.922,82.674,64.5,26.862,3.72,91.96,39.19,92.34,https://huggingface.co/timm/densenet169.tv_in1k
densenet201.tv_in1k,224,77.284,83.549,65.28,27.279,3.987,92.76,40.3,92.74,https://huggingface.co/timm/densenet201.tv_in1k
densenetblur121d.ra_in1k,224,76.572,83.481,65.38,27.23,7.653,91.93,39.323,92.4,https://huggingface.co/timm/densenetblur121d.ra_in1k
densenetblur121d.ra_in1k,288,77.31,84.145,66.09,26.163,10.307,92.63,38.683,93.01,https://huggingface.co/timm/densenetblur121d.ra_in1k
dla102.in1k,224,78.018,84.19,66.59,25.32,5.853,93.08,38.913,93.28,https://huggingface.co/timm/dla102.in1k
dla102x.in1k,224,78.5,84.826,67.0,27.051,8.173,93.5,39.653,93.57,https://huggingface.co/timm/dla102x.in1k
dla102x2.in1k,224,79.448,85.381,68.38,28.411,11.453,94.01,41.677,94.03,https://huggingface.co/timm/dla102x2.in1k
dla169.in1k,224,78.706,84.903,67.62,28.379,8.453,93.33,40.547,93.78,https://huggingface.co/timm/dla169.in1k
dla34.in1k,224,74.632,81.649,62.61,23.685,3.24,90.77,35.647,91.26,https://huggingface.co/timm/dla34.in1k
dla46_c.in1k,224,64.88,72.611,52.03,14.744,1.493,83.62,25.54,84.72,https://huggingface.co/timm/dla46_c.in1k
dla46x_c.in1k,224,66.008,73.638,53.14,14.402,1.707,84.35,26.403,85.45,https://huggingface.co/timm/dla46x_c.in1k
dla60.in1k,224,77.046,83.718,65.15,24.927,3.64,92.2,37.177,92.71,https://huggingface.co/timm/dla60.in1k
dla60_res2net.in1k,224,78.48,84.845,67.13,25.675,7.507,93.15,38.697,93.42,https://huggingface.co/timm/dla60_res2net.in1k
dla60_res2next.in1k,224,78.488,84.835,66.73,25.628,7.787,93.18,38.523,93.61,https://huggingface.co/timm/dla60_res2next.in1k
dla60x.in1k,224,78.23,84.525,67.06,26.634,6.453,93.1,38.617,93.22,https://huggingface.co/timm/dla60x.in1k
dla60x_c.in1k,224,67.928,75.671,56.23,16.316,1.587,86.33,28.507,87.11,https://huggingface.co/timm/dla60x_c.in1k
dm_nfnet_f0.dm_in1k,192,81.438,86.506,69.32,35.858,17.2,95.38,46.21,94.69,https://huggingface.co/timm/dm_nfnet_f0.dm_in1k
dm_nfnet_f0.dm_in1k,256,83.47,88.125,71.89,35.41,26.773,96.35,45.673,95.73,https://huggingface.co/timm/dm_nfnet_f0.dm_in1k
dm_nfnet_f1.dm_in1k,224,83.444,88.069,72.12,38.283,30.0,96.35,49.183,95.61,https://huggingface.co/timm/dm_nfnet_f1.dm_in1k
dm_nfnet_f1.dm_in1k,320,84.696,89.019,74.4,36.356,42.293,97.06,47.433,96.33,https://huggingface.co/timm/dm_nfnet_f1.dm_in1k
dm_nfnet_f2.dm_in1k,256,84.092,88.494,73.57,39.002,34.573,96.73,50.6,96.03,https://huggingface.co/timm/dm_nfnet_f2.dm_in1k
dm_nfnet_f2.dm_in1k,352,85.176,89.175,75.08,37.13,46.12,97.11,49.303,96.53,https://huggingface.co/timm/dm_nfnet_f2.dm_in1k
dm_nfnet_f3.dm_in1k,320,85.096,89.28,74.71,43.298,45.44,97.19,54.363,96.37,https://huggingface.co/timm/dm_nfnet_f3.dm_in1k
dm_nfnet_f3.dm_in1k,416,85.672,89.624,75.43,41.308,53.56,97.48,53.437,96.61,https://huggingface.co/timm/dm_nfnet_f3.dm_in1k
dm_nfnet_f4.dm_in1k,384,85.496,89.536,75.28,42.868,50.307,97.35,54.697,96.74,https://huggingface.co/timm/dm_nfnet_f4.dm_in1k
dm_nfnet_f4.dm_in1k,512,85.86,89.745,75.85,39.924,56.24,97.63,52.403,96.95,https://huggingface.co/timm/dm_nfnet_f4.dm_in1k
dm_nfnet_f5.dm_in1k,416,85.716,89.442,75.27,43.923,51.987,97.47,56.25,96.81,https://huggingface.co/timm/dm_nfnet_f5.dm_in1k
dm_nfnet_f5.dm_in1k,544,86.1,89.726,75.41,41.335,57.32,97.78,54.387,97.01,https://huggingface.co/timm/dm_nfnet_f5.dm_in1k
dm_nfnet_f6.dm_in1k,448,86.154,90.117,75.88,44.116,51.533,97.71,55.9,96.93,https://huggingface.co/timm/dm_nfnet_f6.dm_in1k
dm_nfnet_f6.dm_in1k,576,86.372,90.228,76.16,41.184,56.747,97.78,53.66,96.98,https://huggingface.co/timm/dm_nfnet_f6.dm_in1k
dpn107.mx_in1k,224,80.168,85.669,68.56,30.645,10.747,94.37,42.763,94.01,https://huggingface.co/timm/dpn107.mx_in1k
dpn131.mx_in1k,224,79.834,85.437,68.67,29.942,10.347,94.03,42.883,93.79,https://huggingface.co/timm/dpn131.mx_in1k
dpn68.mx_in1k,224,76.338,83.191,63.88,26.015,3.907,91.99,38.707,92.29,https://huggingface.co/timm/dpn68.mx_in1k
dpn68b.mx_in1k,224,77.542,83.803,65.29,27.845,6.653,92.82,38.623,92.97,https://huggingface.co/timm/dpn68b.mx_in1k
dpn68b.ra_in1k,224,78.544,84.453,66.81,30.759,9.08,93.4,42.203,93.28,https://huggingface.co/timm/dpn68b.ra_in1k
dpn68b.ra_in1k,288,79.344,85.063,68.0,30.067,13.6,93.98,41.253,93.76,https://huggingface.co/timm/dpn68b.ra_in1k
dpn92.mx_in1k,224,80.028,85.484,67.58,29.934,11.12,94.28,41.207,94.15,https://huggingface.co/timm/dpn92.mx_in1k
dpn98.mx_in1k,224,79.656,85.345,68.31,29.973,9.987,94.16,42.17,93.96,https://huggingface.co/timm/dpn98.mx_in1k
eca_botnext26ts_256.c1_in1k,256,79.272,85.129,67.83,25.047,13.36,93.81,36.7,93.4,https://huggingface.co/timm/eca_botnext26ts_256.c1_in1k
eca_halonext26ts.c1_in1k,256,79.518,85.136,67.65,25.546,12.893,94.05,37.127,93.56,https://huggingface.co/timm/eca_halonext26ts.c1_in1k
eca_nfnet_l0.ra2_in1k,224,81.764,87.281,70.8,32.712,18.76,95.29,44.213,94.96,https://huggingface.co/timm/eca_nfnet_l0.ra2_in1k
eca_nfnet_l0.ra2_in1k,288,82.596,87.971,71.59,31.616,24.48,95.97,43.303,95.45,https://huggingface.co/timm/eca_nfnet_l0.ra2_in1k
eca_nfnet_l1.ra2_in1k,256,83.264,88.016,73.1,36.715,32.413,96.25,47.967,95.61,https://huggingface.co/timm/eca_nfnet_l1.ra2_in1k
eca_nfnet_l1.ra2_in1k,320,84.05,88.629,73.87,35.849,37.027,96.75,47.617,95.94,https://huggingface.co/timm/eca_nfnet_l1.ra2_in1k
eca_nfnet_l2.ra3_in1k,320,84.156,88.752,74.27,39.588,41.907,96.59,50.727,96.03,https://huggingface.co/timm/eca_nfnet_l2.ra3_in1k
eca_nfnet_l2.ra3_in1k,384,84.706,89.165,74.6,38.731,44.76,97.08,50.213,96.46,https://huggingface.co/timm/eca_nfnet_l2.ra3_in1k
eca_resnet33ts.ra2_in1k,256,80.092,85.738,68.78,29.099,13.987,94.2,40.19,93.88,https://huggingface.co/timm/eca_resnet33ts.ra2_in1k
eca_resnet33ts.ra2_in1k,288,80.716,86.257,69.28,29.276,14.987,94.65,40.393,94.26,https://huggingface.co/timm/eca_resnet33ts.ra2_in1k
eca_resnext26ts.ch_in1k,256,77.442,83.695,65.69,24.669,8.12,92.63,34.95,92.45,https://huggingface.co/timm/eca_resnext26ts.ch_in1k
eca_resnext26ts.ch_in1k,288,78.016,84.228,66.33,24.593,8.547,93.1,34.933,92.77,https://huggingface.co/timm/eca_resnext26ts.ch_in1k
ecaresnet101d.miil_in1k,224,82.186,87.296,71.3,36.027,25.76,95.54,48.51,95.2,https://huggingface.co/timm/ecaresnet101d.miil_in1k
ecaresnet101d.miil_in1k,288,82.998,87.862,72.68,34.66,32.4,96.22,47.58,95.64,https://huggingface.co/timm/ecaresnet101d.miil_in1k
ecaresnet101d_pruned.miil_in1k,224,80.814,86.207,69.8,30.912,15.907,95.07,43.767,94.44,https://huggingface.co/timm/ecaresnet101d_pruned.miil_in1k
ecaresnet101d_pruned.miil_in1k,288,82.006,87.254,71.48,30.364,22.293,95.74,43.24,95.06,https://huggingface.co/timm/ecaresnet101d_pruned.miil_in1k
ecaresnet269d.ra2_in1k,320,84.72,88.895,74.8,40.295,44.347,97.11,52.047,96.42,https://huggingface.co/timm/ecaresnet269d.ra2_in1k
ecaresnet269d.ra2_in1k,352,84.972,89.088,74.87,39.598,45.747,97.09,51.593,96.45,https://huggingface.co/timm/ecaresnet269d.ra2_in1k
ecaresnet26t.ra2_in1k,256,78.886,85.072,67.34,26.497,12.253,93.84,38.52,93.42,https://huggingface.co/timm/ecaresnet26t.ra2_in1k
ecaresnet26t.ra2_in1k,320,79.9,86.0,68.23,25.538,15.52,94.3,37.6,93.96,https://huggingface.co/timm/ecaresnet26t.ra2_in1k
ecaresnet50d.miil_in1k,224,80.618,86.472,69.64,31.083,18.0,94.63,43.78,94.23,https://huggingface.co/timm/ecaresnet50d.miil_in1k
ecaresnet50d.miil_in1k,288,81.64,87.294,70.99,29.572,23.773,95.49,43.067,94.68,https://huggingface.co/timm/ecaresnet50d.miil_in1k
ecaresnet50d_pruned.miil_in1k,224,79.722,85.586,68.17,29.236,11.027,94.26,42.033,93.85,https://huggingface.co/timm/ecaresnet50d_pruned.miil_in1k
ecaresnet50d_pruned.miil_in1k,288,80.808,86.666,69.84,28.095,15.88,95.11,40.99,94.3,https://huggingface.co/timm/ecaresnet50d_pruned.miil_in1k
ecaresnet50t.a1_in1k,224,81.284,86.156,69.92,29.724,16.52,94.68,40.613,94.2,https://huggingface.co/timm/ecaresnet50t.a1_in1k
ecaresnet50t.a1_in1k,288,82.112,87.072,71.17,28.47,21.84,95.46,39.443,94.9,https://huggingface.co/timm/ecaresnet50t.a1_in1k
ecaresnet50t.a2_in1k,224,80.884,86.064,68.87,28.452,13.4,94.5,39.12,94.26,https://huggingface.co/timm/ecaresnet50t.a2_in1k
ecaresnet50t.a2_in1k,288,81.682,86.756,70.36,27.273,18.44,95.35,38.147,94.58,https://huggingface.co/timm/ecaresnet50t.a2_in1k
ecaresnet50t.a3_in1k,160,77.78,84.158,65.52,28.291,6.28,93.07,39.773,92.6,https://huggingface.co/timm/ecaresnet50t.a3_in1k
ecaresnet50t.a3_in1k,224,79.548,85.667,67.68,26.454,11.693,94.4,38.193,93.86,https://huggingface.co/timm/ecaresnet50t.a3_in1k
ecaresnet50t.ra2_in1k,256,81.446,86.692,69.86,31.867,21.253,94.83,43.977,94.73,https://huggingface.co/timm/ecaresnet50t.ra2_in1k
ecaresnet50t.ra2_in1k,320,82.37,87.55,71.13,31.048,25.68,95.52,43.403,95.11,https://huggingface.co/timm/ecaresnet50t.ra2_in1k
ecaresnetlight.miil_in1k,224,80.456,86.043,69.32,31.152,15.227,94.76,44.91,94.15,https://huggingface.co/timm/ecaresnetlight.miil_in1k
ecaresnetlight.miil_in1k,288,81.416,86.861,70.69,30.368,20.44,95.29,44.603,94.55,https://huggingface.co/timm/ecaresnetlight.miil_in1k
edgenext_base.in21k_ft_in1k,256,83.416,88.503,73.49,39.977,35.64,96.36,50.603,95.88,https://huggingface.co/timm/edgenext_base.in21k_ft_in1k
edgenext_base.in21k_ft_in1k,320,84.076,88.97,73.61,40.842,42.773,96.74,51.34,96.19,https://huggingface.co/timm/edgenext_base.in21k_ft_in1k
edgenext_base.usi_in1k,256,83.684,88.385,73.39,37.216,25.027,96.4,50.507,95.77,https://huggingface.co/timm/edgenext_base.usi_in1k
edgenext_base.usi_in1k,320,83.97,88.761,73.64,35.241,28.787,96.72,48.58,95.79,https://huggingface.co/timm/edgenext_base.usi_in1k
edgenext_small.usi_in1k,256,81.064,86.944,70.0,32.272,15.32,94.95,44.757,94.4,https://huggingface.co/timm/edgenext_small.usi_in1k
edgenext_small.usi_in1k,320,81.572,87.501,70.99,31.125,18.547,95.42,43.693,94.85,https://huggingface.co/timm/edgenext_small.usi_in1k
edgenext_small_rw.sw_in1k,256,79.59,85.17,67.96,29.727,13.6,93.93,41.997,93.83,https://huggingface.co/timm/edgenext_small_rw.sw_in1k
edgenext_small_rw.sw_in1k,320,80.452,86.052,69.14,29.368,15.8,94.68,41.693,94.37,https://huggingface.co/timm/edgenext_small_rw.sw_in1k
edgenext_x_small.in1k,256,74.88,81.899,62.21,22.188,6.16,91.14,32.713,91.43,https://huggingface.co/timm/edgenext_x_small.in1k
edgenext_x_small.in1k,288,75.706,82.569,62.78,22.592,7.107,91.74,33.13,91.59,https://huggingface.co/timm/edgenext_x_small.in1k
edgenext_xx_small.in1k,256,71.116,78.694,58.09,18.611,3.76,88.37,29.447,89.26,https://huggingface.co/timm/edgenext_xx_small.in1k
edgenext_xx_small.in1k,288,71.886,79.211,59.44,18.87,4.187,88.87,29.747,89.81,https://huggingface.co/timm/edgenext_xx_small.in1k
efficientformer_l1.snap_dist_in1k,224,80.502,86.344,69.19,31.358,12.893,94.5,43.533,93.99,https://huggingface.co/timm/efficientformer_l1.snap_dist_in1k
efficientformer_l3.snap_dist_in1k,224,82.564,87.975,71.77,35.292,23.04,95.61,47.237,95.22,https://huggingface.co/timm/efficientformer_l3.snap_dist_in1k
efficientformer_l7.snap_dist_in1k,224,83.386,88.278,72.69,37.12,27.653,96.11,49.85,95.62,https://huggingface.co/timm/efficientformer_l7.snap_dist_in1k
efficientformerv2_l.snap_dist_in1k,224,83.64,88.481,72.87,36.788,27.707,96.06,49.55,95.74,https://huggingface.co/timm/efficientformerv2_l.snap_dist_in1k
